Wall time,Step,Value
1697721395.9202151,8192,256.4204406738281
1697721397.856935,12288,288.43048095703125
1697721398.816767,14336,327.1203308105469
1697721403.051202,22528,539.153564453125
1697721404.084306,24576,621.9983520507812
1697721406.197201,28672,681.1780395507812
1697721407.2225542,30720,683.1937866210938
1697721408.240978,32768,705.4140625
1697721409.283958,34816,708.5263061523438
1697721410.4035761,36864,728.569091796875
1697721411.4187598,38912,741.3590698242188
1697721412.5098639,40960,744.8439331054688
1697721413.556631,43008,795.6146850585938
1697721417.814083,51200,615.6351318359375
1697721418.775865,53248,636.3677368164062
1697721427.4029171,69632,761.1342163085938
1697721428.421039,71680,794.0380859375
1697721430.567543,75776,802.6732177734375
1697721433.696482,81920,818.3077392578125
1697721434.7810361,83968,804.6063842773438
1697721436.98207,88064,813.069580078125
1697721438.0628438,90112,806.8067016601562
1697721439.1497018,92160,809.3070068359375
1697721440.216703,94208,800.9901123046875
1697721442.274896,98304,740.940185546875
1697721444.4928482,102400,740.317626953125
1697721445.5045178,104448,772.2762451171875
1697721448.725612,110592,743.02099609375
1697721449.807064,112640,725.619384765625
1697721450.90505,114688,717.4840087890625
1697721451.9275079,116736,718.6882934570312
1697721452.996854,118784,748.6929931640625
1697721456.215348,124928,775.1774291992188
1697721457.292236,126976,761.2584228515625
1697721459.3607318,131072,733.6001586914062
1697721461.4080021,135168,815.7656860351562
1697721462.4885252,137216,889.297607421875
1697721463.511584,139264,914.3363647460938
1697721464.555912,141312,939.9664306640625
1697721467.6273348,147456,937.4301147460938
1697721468.62931,149504,983.5396118164062
1697721469.7150102,151552,983.2067260742188
1697721470.7820292,153600,1014.3892822265625
1697721472.792799,157696,1018.6561889648438
1697721474.750282,161792,960.16552734375
1697721475.767602,163840,901.1104125976562
1697721480.890163,174080,978.1651000976562
1697721481.89109,176128,1035.417236328125
1697721482.9479291,178176,1051.380126953125
1697721484.0347168,180224,1026.35986328125
1697721485.026902,182272,1064.3944091796875
1697721486.057895,184320,1053.49462890625
1697721491.437682,194560,940.7672119140625
1697721500.0047529,210944,800.1400146484375
1697721502.1525319,215040,901.4935302734375
1697721503.229967,217088,945.1500244140625
1697721504.2944798,219136,959.1190795898438
1697721511.6742048,233472,854.3187866210938
1697721514.81686,239616,746.4216918945312
1697721516.90226,243712,754.7041625976562
1697721517.958234,245760,776.0421752929688
1697721519.0007198,247808,828.0810546875
1697721523.322146,256000,932.0421142578125
1697721524.341604,258048,920.8765869140625
1697721525.4098618,260096,895.8502197265625
1697721528.605515,266240,879.2244262695312
1697721529.667223,268288,874.2885131835938
1697721532.940496,274432,847.65283203125
1697721537.1410902,282624,870.3214721679688
1697721539.2627342,286720,837.462158203125
1697721541.3528252,290816,896.9430541992188
1697721542.452445,292864,852.5328979492188
1697721543.490485,294912,893.7889404296875
1697721544.559414,296960,835.7442626953125
1697721545.59862,299008,799.8062744140625
1697721546.6455941,301056,793.66845703125
1697721548.621779,305152,931.3101806640625
1697721550.7372448,309248,959.6170043945312
1697721553.9129128,315392,1002.19482421875
1697721554.963156,317440,994.5675048828125
1697721556.018256,319488,1023.6788330078125
1697721558.188769,323584,989.298828125
1697721559.246509,325632,966.7338256835938
1697721560.298531,327680,928.48046875
1697721562.450463,331776,854.7269287109375
1697721563.515502,333824,847.9326782226562
1697721565.608416,337920,854.3023681640625
1697721566.685277,339968,792.0028076171875
1697721568.778751,344064,849.1773681640625
1697721569.844756,346112,929.8338012695312
1697721572.9580312,352256,974.3668823242188
1697721577.15792,360448,1070.1260986328125
1697721578.224756,362496,1004.5746459960938
1697721579.2834072,364544,983.3699340820312
1697721580.273824,366592,942.2730712890625
1697721582.280771,370688,910.2509765625
1697721583.321226,372736,929.0931396484375
1697721585.407545,376832,929.077392578125
1697721587.492165,380928,887.0060424804688
1697721588.543196,382976,881.1787719726562
1697721589.582345,385024,805.400146484375
1697721590.663533,387072,815.6177368164062
1697721592.699012,391168,851.4298095703125
1697721593.7155972,393216,779.37890625
1697721600.9652119,407552,788.0429077148438
1697721605.061354,415744,786.8302001953125
1697721609.224138,423936,842.5578002929688
1697721610.286196,425984,801.30322265625
1697721611.381873,428032,830.2177734375
1697721615.559189,436224,1029.03076171875
1697721616.606082,438272,1045.80908203125
1697721617.676012,440320,1037.87939453125
1697721618.737289,442368,1060.2099609375
1697721621.974965,448512,1048.0699462890625
1697721623.0514612,450560,1064.9967041015625
1697721626.324808,456704,1081.3570556640625
1697721627.306796,458752,1172.6517333984375
1697721629.376246,462848,1173.8258056640625
1697721630.4199,464896,1124.5394287109375
1697721631.4824262,466944,1110.6239013671875
1697721633.5020301,471040,1151.2650146484375
1697721634.5480351,473088,1221.643310546875
1697721635.580398,475136,1242.6060791015625
1697721636.65647,477184,1246.2484130859375
1697721637.643014,479232,1233.2691650390625
1697721638.697723,481280,1237.2275390625
1697721641.871284,487424,1076.7294921875
1697721642.927527,489472,1029.4512939453125
1697721644.951774,493568,965.940673828125
1697721649.07321,501760,875.362548828125
1697721650.165652,503808,957.3582153320312
1697721652.255931,507904,948.78173828125
1697721654.435298,512000,898.3121948242188
1697721655.457112,514048,886.9474487304688
1697721660.72535,524288,694.812255859375
1697721663.9275572,530432,650.7705688476562
1697721664.95112,532480,714.079345703125
1697721665.960194,534528,788.576904296875
1697721667.0791721,536576,830.0424194335938
1697721669.201386,540672,903.658447265625
1697721673.405324,548864,963.1177978515625
1697721675.5076659,552960,895.9249267578125
1697721677.569014,557056,844.6649169921875
1697721678.648656,559104,795.834716796875
1697721679.677671,561152,785.2382202148438
1697721683.888038,569344,833.7415161132812
1697721684.919829,571392,814.9033813476562
1697721686.993865,575488,806.954345703125
1697721689.041732,579584,877.882568359375
1697721691.090438,583680,998.1651611328125
1697721696.276547,593920,950.3341674804688
1697721698.391391,598016,1019.187744140625
1697721699.420726,600064,1139.2952880859375
1697721702.59327,606208,1043.43310546875
1697721704.679044,610304,979.68115234375
1697721705.7163389,612352,1020.7100219726562
1697721706.812952,614400,996.8603515625
1697721708.877059,618496,1158.81494140625
1697721709.9234529,620544,1106.74560546875
1697721710.976128,622592,1099.8131103515625
1697721715.197977,630784,1102.2691650390625
1697721716.213691,632832,1155.4957275390625
1697721718.374709,636928,1135.3824462890625
1697721721.5950232,643072,1049.257568359375
1697721725.817163,651264,1109.3951416015625
1697721726.869387,653312,1161.1702880859375
1697721727.863306,655360,1225.025634765625
1697721728.939326,657408,1165.667236328125
1697721731.0591528,661504,1223.583740234375
1697721734.250486,667648,1144.5123291015625
1697721735.331713,669696,1122.534423828125
1697721736.37052,671744,1106.16357421875
1697721739.511158,677888,1029.2529296875
1697721740.508564,679936,1032.207763671875
1697721742.592509,684032,887.6354370117188
1697721748.7888021,696320,938.0657958984375
1697721750.881334,700416,955.29931640625
1697721751.928263,702464,926.865478515625
1697721752.927091,704512,878.7754516601562
1697721753.9583528,706560,864.5299072265625
1697721754.944083,708608,823.6902465820312
1697721757.025459,712704,1023.46337890625
1697721758.0510678,714752,1047.42626953125
1697721763.359178,724992,1100.6666259765625
1697721764.3584168,727040,1190.53125
1697721766.451424,731136,1157.98828125
1697721768.717289,735232,1035.5767822265625
1697721769.7609742,737280,919.6126708984375
1697721770.793351,739328,887.7059936523438
1697721773.9992461,745472,929.7675170898438
1697721775.0532491,747520,941.9321899414062
1697721776.146639,749568,875.689208984375
1697721778.2812061,753664,824.750244140625
1697721779.30427,755712,859.9481201171875
1697721781.415447,759808,836.7342529296875
1697721782.4747279,761856,825.2457275390625
1697721784.5654001,765952,871.9497680664062
1697721786.656853,770048,805.5116577148438
1697721788.627442,774144,751.7319946289062
1697721789.671201,776192,737.8930053710938
1697721790.714828,778240,676.1600341796875
1697721792.888347,782336,760.80126953125
1697721793.936065,784384,745.9439086914062
1697721797.071956,790528,721.3650512695312
1697721798.094371,792576,740.4209594726562
1697721799.23842,794624,719.9486083984375
1697721800.306911,796672,783.6978149414062
1697721802.4121542,800768,862.8734130859375
1697721803.430326,802816,892.7195434570312
1697721804.47134,804864,804.6217041015625
1697721805.482681,806912,885.9119873046875
1697721810.811914,817152,945.6083374023438
1697721815.0264,825344,752.7356567382812
1697721816.150764,827392,764.0414428710938
1697721818.374246,831488,719.5438232421875
1697721821.591878,837632,690.4121704101562
1697721828.950437,851968,881.8407592773438
1697721829.9987378,854016,866.99658203125
1697721834.157443,862208,1040.1339111328125
1697721835.2030349,864256,1063.84033203125
1697721836.217602,866304,1032.4207763671875
1697721838.328455,870400,1106.9666748046875
1697721840.5075681,874496,1058.2208251953125
1697721842.5962791,878592,1010.9755859375
1697721844.6934998,882688,931.8292236328125
1697721854.073397,901120,893.9354858398438
1697721855.1406138,903168,842.8778686523438
1697721856.21724,905216,810.4151611328125
1697721857.30278,907264,824.641357421875
1697721859.419691,911360,820.1918334960938
1697721860.432959,913408,850.2557373046875
1697721863.559479,919552,799.468994140625
1697721866.68413,925696,859.4014892578125
1697721872.969853,937984,840.8529052734375
1697721874.007105,940032,842.0008544921875
1697721875.057893,942080,889.5250244140625
1697721876.087692,944128,912.423583984375
1697721877.1236138,946176,944.5830078125
1697721879.262391,950272,980.919189453125
1697721880.315315,952320,1055.4866943359375
1697721881.3061912,954368,1174.7486572265625
1697721883.4029639,958464,1293.0931396484375
1697721884.46276,960512,1322.8465576171875
1697721885.5863721,962560,1352.634521484375
1697721887.655138,966656,1484.4549560546875
1697721889.8181162,970752,1435.46630859375
1697721890.887407,972800,1475.6168212890625
1697721895.016118,980992,1405.8609619140625
1697721899.164993,989184,1200.4373779296875
1697721902.3327339,995328,920.9762573242188
1697721903.3959749,997376,913.1564331054688
1697721905.524976,1001472,933.5780029296875
1697721906.576544,1003520,894.1408081054688
1697721908.731703,1007616,872.371826171875
1697721910.830875,1011712,826.619140625
1697721913.972747,1017856,1000.6112060546875
1697721921.4197109,1032192,988.0878295898438
1697721924.544895,1038336,1082.0816650390625
1697721925.6216981,1040384,1089.5357666015625
1697721928.780697,1046528,1098.0093994140625
1697721929.839256,1048576,1071.59814453125
1697721930.8752298,1050624,1110.058349609375
1697721932.9523132,1054720,1045.2742919921875
1697721933.981535,1056768,1057.078857421875
1697721935.041568,1058816,1054.1136474609375
1697721936.1038349,1060864,1038.927734375
1697721938.21837,1064960,992.0528564453125
1697721943.369928,1075200,995.231689453125
1697721944.421376,1077248,1025.937744140625
1697721950.7361522,1089536,1025.6400146484375
1697721952.795049,1093632,959.23291015625
1697721953.850793,1095680,995.4857177734375
1697721954.948468,1097728,905.2061157226562
1697721956.008148,1099776,913.2594604492188
1697721957.040205,1101824,927.3155517578125
1697721958.131208,1103872,938.1384887695312
1697721959.15971,1105920,966.916748046875
1697721960.164671,1107968,1067.7725830078125
1697721961.1953542,1110016,1071.1256103515625
1697721962.246531,1112064,1095.1201171875
1697721964.283046,1116160,1195.3150634765625
1697721967.382911,1122304,1227.0811767578125
1697721968.45888,1124352,1254.288330078125
1697721969.488298,1126400,1212.521728515625
1697721971.589643,1130496,1149.6749267578125
1697721972.666083,1132544,1043.073486328125
1697721975.746294,1138688,1075.509521484375
1697721977.7900002,1142784,1062.6158447265625
1697721979.8653681,1146880,1108.0677490234375
1697721980.977509,1148928,1076.9520263671875
1697721983.9973278,1155072,1251.83740234375
1697721985.092154,1157120,1143.158935546875
1697721986.117244,1159168,1131.9202880859375
1697721988.207488,1163264,1114.452392578125
1697721989.3478231,1165312,1115.9781494140625
1697721990.391476,1167360,1117.4852294921875
1697721992.5358698,1171456,1134.281982421875
1697721994.567532,1175552,1045.7801513671875
1697721995.603063,1177600,1004.6005859375
1697721998.721359,1183744,1005.2183227539062
1697721999.73923,1185792,914.3953857421875
1697722000.791091,1187840,893.8212890625
1697722001.8285341,1189888,902.4649658203125
1697722002.895478,1191936,875.1132202148438
1697722003.908013,1193984,767.1067504882812
1697722004.963776,1196032,776.3767700195312
1697722006.0079942,1198080,802.8358764648438
1697722008.179369,1202176,766.9049682617188
1697722009.2263591,1204224,809.704833984375
1697722013.503177,1212416,835.7273559570312
1697722014.6056068,1214464,822.0324096679688
1697722015.720221,1216512,893.165283203125
1697722017.938613,1220608,967.2742309570312
1697722019.0105119,1222656,958.9918823242188
1697722020.1143649,1224704,912.4560546875
1697722021.140019,1226752,941.6258544921875
1697722023.2494552,1230848,908.83251953125
1697722025.266637,1234944,990.7537841796875
1697722027.352643,1239040,1121.1630859375
1697722029.442778,1243136,1103.0347900390625
1697722031.652983,1247232,1172.6304931640625
1697722033.898117,1251328,1198.2872314453125
1697722034.971901,1253376,1199.3111572265625
1697722036.0334709,1255424,1271.793701171875
1697722039.1786811,1261568,1274.9432373046875
1697722043.383188,1269760,1099.3853759765625
1697722044.422636,1271808,1090.9876708984375
1697722046.495635,1275904,1076.932373046875
1697722047.583044,1277952,1104.8416748046875
1697722049.6769779,1282048,1024.3104248046875
1697722053.947063,1290240,964.731689453125
1697722055.0472991,1292288,940.16796875
1697722057.1165829,1296384,839.3941650390625
1697722059.267691,1300480,801.7479248046875
1697722063.3460522,1308672,826.3759155273438
1697722066.5006359,1314816,766.52783203125
1697722067.5579362,1316864,802.5834350585938
1697722069.748897,1320960,820.4453735351562
1697722070.84097,1323008,846.2015380859375
1697722071.866912,1325056,832.3768920898438
1697722072.9082072,1327104,804.8471069335938
1697722073.923153,1329152,854.407958984375
1697722074.9466848,1331200,881.4271850585938
1697722076.037987,1333248,899.40771484375
1697722077.154304,1335296,897.0140991210938
1697722078.1591308,1337344,808.8649291992188
1697722082.334889,1345536,806.2894897460938
1697722083.4015071,1347584,803.2962036132812
1697722085.521817,1351680,868.630126953125
1697722087.6178198,1355776,902.832275390625
1697722090.714464,1361920,994.2728881835938
1697722092.8875132,1366016,1005.0556030273438
1697722093.925625,1368064,998.3473510742188
1697722094.990412,1370112,974.5132446289062
1697722098.153954,1376256,905.6110229492188
1697722099.232353,1378304,890.5360717773438
1697722100.2277708,1380352,838.2269287109375
1697722101.305276,1382400,893.4823608398438
1697722102.406912,1384448,891.9664916992188
1697722104.56899,1388544,896.2874145507812
1697722105.6285372,1390592,853.953125
1697722106.6780689,1392640,872.6558227539062
1697722108.734914,1396736,923.1107788085938
1697722109.755425,1398784,947.7241821289062
1697722110.763354,1400832,1008.7477416992188
1697722111.8045719,1402880,967.4599609375
1697722112.8507252,1404928,1002.7685546875
1697722113.910539,1406976,986.7665405273438
1697722116.052047,1411072,933.9657592773438
1697722117.1307049,1413120,905.0260620117188
1697722120.300402,1419264,959.56591796875
1697722124.501344,1427456,932.3131103515625
1697722127.640911,1433600,1003.362548828125
1697722128.663606,1435648,1034.8123779296875
1697722129.746857,1437696,1057.349609375
1697722130.79341,1439744,1041.8402099609375
1697722131.812171,1441792,1044.0067138671875
1697722132.857874,1443840,1043.7913818359375
1697722133.903142,1445888,1017.9573974609375
1697722134.9698691,1447936,1038.4554443359375
1697722137.11333,1452032,916.30029296875
1697722138.180794,1454080,820.1697998046875
1697722139.216748,1456128,791.2762451171875
1697722143.446388,1464320,812.5220947265625
1697722147.571787,1472512,747.6936645507812
1697722148.600713,1474560,782.1205444335938
1697722150.7115781,1478656,842.3926391601562
1697722151.7358952,1480704,853.74658203125
1697722152.756513,1482752,873.0523681640625
1697722153.750823,1484800,1020.3385009765625
1697722154.78876,1486848,1034.021728515625
1697722155.877957,1488896,981.7944946289062
1697722159.098401,1495040,980.7831420898438
1697722160.140231,1497088,957.6513061523438
1697722161.1597881,1499136,982.1307373046875
1697722166.438873,1509376,926.8409423828125
1697722168.4913259,1513472,785.8484497070312
1697722169.537097,1515520,747.27734375
1697722170.5584629,1517568,839.982421875
1697722171.613132,1519616,849.8810424804688
1697722173.903845,1523712,869.0525512695312
1697722177.019912,1529856,985.7293090820312
1697722178.055983,1531904,993.2902221679688
1697722181.220046,1538048,1042.2757568359375
1697722182.325988,1540096,1065.1378173828125
1697722183.406759,1542144,1039.7042236328125
1697722184.479102,1544192,974.471435546875
1697722185.525907,1546240,995.429931640625
1697722187.665931,1550336,965.223876953125
1697722190.8756979,1556480,937.95556640625
1697722191.912874,1558528,931.7495727539062
1697722194.006102,1562624,990.1800537109375
1697722197.232697,1568768,947.184326171875
1697722198.3054762,1570816,980.1629638671875
1697722199.381674,1572864,1003.2583618164062
1697722201.417877,1576960,946.2081909179688
1697722202.449981,1579008,948.4373168945312
1697722203.502244,1581056,951.2381591796875
1697722204.558134,1583104,1002.6969604492188
1697722205.674231,1585152,992.8170166015625
1697722206.7738829,1587200,972.5538330078125
1697722207.8290188,1589248,985.5023193359375
1697722208.863678,1591296,982.4451904296875
1697722211.970335,1597440,990.2047119140625
1697722212.997327,1599488,1016.5234985351562
1697722217.251789,1607680,1139.28466796875
1697722218.3106859,1609728,1076.462158203125
1697722220.4046888,1613824,1062.9876708984375
1697722222.4547021,1617920,1131.5391845703125
1697722224.549247,1622016,1195.6007080078125
1697722225.630574,1624064,1207.1422119140625
1697722226.6228218,1626112,1293.031982421875
1697722227.6617951,1628160,1295.261962890625
1697722228.705445,1630208,1301.621826171875
1697722229.7661922,1632256,1321.771240234375
1697722231.909267,1636352,1312.5484619140625
1697722234.045884,1640448,1459.6640625
1697722236.0472262,1644544,1391.899658203125
1697722239.137011,1650688,1431.1383056640625
1697722240.124073,1652736,1371.9443359375
1697722241.224032,1654784,1244.57275390625
1697722242.28175,1656832,1262.1451416015625
1697722243.28425,1658880,1191.695068359375
1697722245.376967,1662976,1073.3612060546875
1697722247.45547,1667072,1040.0133056640625
1697722249.538861,1671168,1045.2672119140625
1697722250.5529149,1673216,1006.1887817382812
1697722252.663778,1677312,1011.8253173828125
1697722255.843113,1683456,986.4082641601562
1697722257.863143,1687552,1178.7320556640625
1697722258.9532642,1689600,1122.153076171875
1697722260.0184379,1691648,1106.0867919921875
1697722263.228468,1697792,1093.6226806640625
1697722266.4617221,1703936,1064.0267333984375
1697722267.4949481,1705984,1103.6788330078125
1697722269.6076958,1710080,1080.4107666015625
1697722271.6836321,1714176,1021.758544921875
1697722273.805731,1718272,1078.2919921875
1697722274.8283992,1720320,959.2210083007812
1697722279.050445,1728512,999.3497924804688
1697722281.150572,1732608,1062.741943359375
1697722282.213516,1734656,1077.112548828125
1697722283.285183,1736704,1099.51953125
1697722284.345088,1738752,1057.057861328125
1697722286.434484,1742848,1038.3304443359375
1697722287.5281658,1744896,1073.6434326171875
1697722288.589765,1746944,1033.186767578125
1697722289.715463,1748992,1028.1551513671875
1697722293.901567,1757184,786.3956298828125
1697722295.896518,1761280,815.3628540039062
1697722296.968288,1763328,817.6157836914062
1697722298.086057,1765376,817.7550659179688
1697722299.189999,1767424,886.594482421875
1697722300.249061,1769472,798.5255737304688
1697722304.540454,1777664,838.4025268554688
1697722306.657174,1781760,931.1735229492188
1697722307.71442,1783808,962.0128173828125
1697722310.93023,1789952,1024.618408203125
1697722311.985739,1792000,1052.935791015625
1697722313.00952,1794048,1025.3560791015625
1697722314.061599,1796096,1033.4102783203125
1697722315.11111,1798144,1004.1793823242188
1697722317.26031,1802240,1011.402587890625
1697722318.346812,1804288,954.64208984375
1697722319.393307,1806336,937.3541870117188
1697722320.4597912,1808384,947.0447998046875
1697722322.621662,1812480,978.1401977539062
1697722325.74994,1818624,795.5037231445312
1697722327.867077,1822720,904.4170532226562
1697722328.9406662,1824768,902.298828125
1697722331.062805,1828864,997.681396484375
1697722332.144473,1830912,1013.736083984375
1697722333.209995,1832960,1027.7391357421875
1697722335.337813,1837056,966.4132690429688
1697722336.3596108,1839104,976.3925170898438
1697722338.4821901,1843200,1123.60009765625
1697722339.5307,1845248,1177.9237060546875
1697722344.847899,1855488,1313.00439453125
1697722346.985659,1859584,1402.5018310546875
1697722348.0444312,1861632,1406.734130859375
1697722349.095119,1863680,1396.54833984375
1697722350.123793,1865728,1437.4371337890625
1697722351.202656,1867776,1377.74560546875
1697722352.225033,1869824,1400.150390625
1697722353.328819,1871872,1366.76513671875
1697722355.406213,1875968,1384.1275634765625
1697722356.4432251,1878016,1439.633544921875
1697722357.476557,1880064,1282.6629638671875
1697722360.669535,1886208,1000.6790161132812
1697722361.76619,1888256,1023.8543090820312
1697722362.810702,1890304,1062.88671875
1697722363.8676548,1892352,1005.0748291015625
1697722365.9940548,1896448,1049.4732666015625
1697722372.269314,1908736,1017.550048828125
1697722373.316951,1910784,987.4395751953125
1697722374.3629289,1912832,1060.054443359375
1697722376.408691,1916928,1152.614013671875
1697722380.7421162,1925120,1060.914794921875
1697722383.858609,1931264,1061.05224609375
1697722387.2636108,1937408,1047.0352783203125
1697722390.686822,1943552,1149.3115234375
1697722391.939462,1945600,1152.4688720703125
1697722394.223635,1949696,1213.1737060546875
1697722395.270596,1951744,1401.0203857421875
1697722396.326664,1953792,1444.933837890625
1697722397.371253,1955840,1437.4635009765625
1697722399.575514,1959936,1431.584228515625
1697722400.635179,1961984,1290.9000244140625
1697722401.704967,1964032,1246.2060546875
1697722402.7827241,1966080,1277.63525390625
1697722404.0352151,1968128,1225.4661865234375
1697722405.176079,1970176,1265.8505859375
1697722406.3221262,1972224,1227.4517822265625
1697722407.371734,1974272,1171.973876953125
1697722408.492942,1976320,1055.340087890625
1697722410.801861,1980416,1064.5848388671875
1697722411.8501902,1982464,1172.7431640625
1697722413.948355,1986560,1311.760986328125
1697722416.027213,1990656,1315.9849853515625
1697722417.0791008,1992704,1227.6444091796875
1697722419.2280462,1996800,1304.71484375
1697722421.355971,2000896,1240.8671875
1697722422.4376478,2002944,1221.7030029296875
1697722423.4934661,2004992,1136.26123046875
1697722424.5884411,2007040,1079.654541015625
1697723472.778493,2013184,976.0610961914062
1697723473.802505,2015232,1006.6948852539062
1697723474.833038,2017280,959.41748046875
1697723475.95078,2019328,898.4332885742188
1697723478.0752919,2023424,918.8226318359375
1697723479.145251,2025472,901.4114990234375
1697723487.638326,2041856,988.7305297851562
1697723490.9686248,2048000,972.444091796875
1697723491.978751,2050048,898.4553833007812
1697723494.089938,2054144,898.98583984375
1697723495.122306,2056192,927.2989501953125
1697723496.161545,2058240,950.638671875
1697723497.240627,2060288,941.1779174804688
1697723500.381025,2066432,792.6720581054688
1697723501.4942029,2068480,787.474853515625
1697723503.699022,2072576,872.5863037109375
1697723504.8167958,2074624,880.1814575195312
1697723505.8987,2076672,893.8565063476562
1697723506.992438,2078720,954.2828369140625
1697723510.1878998,2084864,978.66796875
1697723518.5913742,2101248,1001.7198486328125
1697723519.676748,2103296,1000.9815673828125
1697723520.723906,2105344,1019.572265625
1697723522.869388,2109440,900.54248046875
1697723524.924067,2113536,1012.1487426757812
1697723525.9712682,2115584,1010.6781005859375
1697723527.040572,2117632,1037.460205078125
1697723529.163913,2121728,1205.9580078125
1697723530.233533,2123776,1236.9716796875
1697723531.270335,2125824,1248.7998046875
1697723532.3772118,2127872,1203.2305908203125
1697723533.421118,2129920,1218.82470703125
1697723536.421371,2136064,1377.3082275390625
1697723537.4629278,2138112,1459.217529296875
1697723538.5245209,2140160,1468.3720703125
1697723543.647479,2150400,1190.52978515625
1697723545.7290869,2154496,1102.608642578125
1697723546.7833338,2156544,1111.712158203125
1697723548.960607,2160640,1021.0453491210938
1697723550.004479,2162688,785.906494140625
1697723552.083264,2166784,852.0059204101562
1697723558.25891,2179072,975.9255981445312
1697723559.300011,2181120,1008.6321411132812
1697723561.339021,2185216,996.2089233398438
1697723562.421582,2187264,992.3494873046875
1697723563.46839,2189312,1022.9526977539062
1697723567.972238,2197504,1023.7713623046875
1697723569.031929,2199552,1154.75927734375
1697723570.0796711,2201600,1122.7840576171875
1697723571.112223,2203648,1156.288330078125
1697723572.1295319,2205696,1144.625
1697723574.22481,2209792,1148.39501953125
1697723576.272856,2213888,1132.649169921875
1697723577.2985768,2215936,1154.2218017578125
1697723578.347265,2217984,1124.7022705078125
1697723579.3890612,2220032,1115.2781982421875
1697723580.465031,2222080,1136.9072265625
1697723581.5854568,2224128,1148.3421630859375
1697723582.6771379,2226176,1062.9014892578125
1697723586.895381,2234368,1215.8602294921875
1697723588.887866,2238464,1237.0367431640625
1697723589.914581,2240512,1284.537109375
1697723596.047415,2252800,1203.741943359375
1697723598.105866,2256896,1038.1165771484375
1697723600.163004,2260992,1011.0551147460938
1697723601.1961432,2263040,978.8470458984375
1697723602.1959848,2265088,991.3928833007812
1697723604.24654,2269184,988.6936645507812
1697723608.3011048,2277376,1051.12890625
1697723611.408685,2283520,1030.1915283203125
1697723613.4504058,2287616,928.5761108398438
1697723616.562193,2293760,967.4251708984375
1697723619.607546,2299904,902.6044921875
1697723620.683197,2301952,922.9320068359375
1697723622.7440069,2306048,956.123779296875
1697723623.772131,2308096,978.5050048828125
1697723624.76425,2310144,966.16552734375
1697723625.769632,2312192,990.4013671875
1697723626.87437,2314240,1042.599365234375
1697723627.964361,2316288,1079.3218994140625
1697723628.962223,2318336,1114.848876953125
1697723630.988665,2322432,1147.8836669921875
1697723631.994881,2324480,1191.25244140625
1697723633.0095282,2326528,1152.88671875
1697723636.079432,2332672,1066.0263671875
1697723637.107567,2334720,1026.30029296875
1697723639.20809,2338816,1043.093994140625
1697723647.4158452,2355200,1202.363037109375
1697723648.4809952,2357248,1198.20068359375
1697723649.517338,2359296,1226.10791015625
1697723650.5444229,2361344,1252.4405517578125
1697723651.613573,2363392,1233.760498046875
1697723653.70353,2367488,1137.953125
1697723654.761614,2369536,1138.730712890625
1697723655.848825,2371584,1136.4593505859375
1697723656.86396,2373632,1080.45849609375
1697723658.967121,2377728,994.521728515625
1697723659.9854348,2379776,996.4545288085938
1697723661.039349,2381824,937.260498046875
1697723663.125518,2385920,937.381103515625
1697723664.145301,2387968,1029.1190185546875
1697723666.221181,2392064,913.1808471679688
1697723676.7427258,2412544,955.8603515625
1697723679.945257,2418688,961.0550537109375
1697723681.021834,2420736,966.0873413085938
1697723682.05715,2422784,1012.5723266601562
1697723683.100613,2424832,955.2233276367188
1697723685.208117,2428928,987.4926147460938
1697723686.2471302,2430976,1020.0324096679688
1697723687.2825851,2433024,980.1513061523438
1697723689.433813,2437120,920.8544921875
1697723692.6232371,2443264,1030.1922607421875
1697723693.648849,2445312,1062.89599609375
1697723694.659466,2447360,1066.799560546875
1697723695.667657,2449408,1084.214111328125
1697723696.680864,2451456,1063.31982421875
1697723697.721437,2453504,1040.54248046875
1697723698.780798,2455552,1037.450439453125
1697723699.83775,2457600,1092.7994384765625
1697723701.948412,2461696,1114.7945556640625
1697723704.015581,2465792,989.7022094726562
1697723705.091833,2467840,978.0101318359375
1697723707.2384791,2471936,922.2681274414062
1697723709.322054,2476032,947.4935302734375
1697723711.469845,2480128,912.9705200195312
1697723712.489753,2482176,896.4285888671875
1697723713.564787,2484224,832.9181518554688
1697723714.627491,2486272,832.5773315429688
1697723715.663747,2488320,866.77783203125
1697723716.708509,2490368,889.4358520507812
1697723720.8473768,2498560,857.3994140625
1697723726.026015,2508800,868.10009765625
1697723726.9897752,2510848,929.4044799804688
1697723729.069083,2514944,947.0682373046875
1697723730.107605,2516992,940.4502563476562
1697723731.117397,2519040,1032.0537109375
1697723734.164746,2525184,1120.650634765625
1697723735.291944,2527232,1146.0540771484375
1697723736.433938,2529280,1144.2003173828125
1697723738.7705119,2533376,1174.49267578125
1697723741.052213,2537472,1224.4410400390625
1697723742.217095,2539520,1128.4482421875
1697723745.333982,2545664,1210.78955078125
1697723747.406181,2549760,1261.08740234375
1697723749.508404,2553856,1119.4560546875
1697723750.571349,2555904,1137.117431640625
1697723752.611497,2560000,1167.8795166015625
1697723753.6045702,2562048,1177.448974609375
1697723756.7425978,2568192,964.3526000976562
1697723757.836928,2570240,940.9642944335938
1697723758.863172,2572288,837.1513061523438
1697723760.909608,2576384,866.2412109375
